,SMILES,MACCS,year,isRootCompound,cid,use_cats,acaricide,attractant,biocide,fungicide,herbicide,insecticide,pesticide,growth reg,transformation product,drug,food,health hazard,fire hazard,SMILES_canon,isInAgro
10,CCCCC(C)CC(C(=O)[O-])C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(N2C=NC3=C2N=CN=C3N)O1)O)OP(=O)(O)O)O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D15F9700A0>,,False,74982272.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCCC(C)CC(C(=O)[O-])C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,False
11,CC(=C/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@H](N2C=NC3=C2N=CN=C3N)O1)O)OP(=O)(O)O)O)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D15F970EE0>,,False,9549329.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)=C/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,False
12,C/C=C/C=C(\C(=O)[O-])/O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D15F9702E0>,,False,54710089.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C/C=C/C=C(/O)C(=O)[O-],False
13,C=CC(=O)/C=C\C=C(/C(=O)[O-])\O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D15F970DC0>,,False,54675828.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C=CC(=O)/C=C\C=C(\O)C(=O)[O-],False
14,CC(C1=CC=CC(=C1)C(C(=O)/C=C\C=C(/C(=O)[O-])\O)O)C(=O)[O-],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D15F9708E0>,,False,54728875.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C(=O)[O-])c1cccc(C(O)C(=O)/C=C\C=C(\O)C(=O)[O-])c1,False
15,C(CCC(/C=C(\C(=O)[O-])/O)O)CCC(=O)[O-],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D15F970880>,,False,54707970.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C([O-])CCCCCC(O)/C=C(/O)C(=O)[O-],False
16,C(=C(/C(=O)[O-])\O)/C1C(C=O)N=C(N1)O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D15F970B20>,,False,74982301.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=CC1N=C(O)NC1/C=C(/O)C(=O)[O-],False
17,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(N2C=NC3=C2N=CN=C3N)O1)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)/C(=C/CC(=O)[O-])/S)O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D15FA111C0>,,False,9543402.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)/C(S)=C/CC(=O)[O-],False
18,C1=C(C=C(C=C1Cl)NC(=O)NCC(=O)[O-])Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D15FA11280>,,False,9543065.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C([O-])CNC(=O)Nc1cc(Cl)cc(Cl)c1,False
19,C(=C\C(=O)C(=O)[O-])/C1=CC(=CC=C1O)N,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D15FA11040>,,False,54675831.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nc1ccc(O)c(/C=C/C(=O)C(=O)[O-])c1,False
20,C/C(=C/C=C(\C(=O)[O-])/O)/C(=O)CC[C@H]1[C@@H]2CCC(=O)[C@@]2(C)CCC1=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D15FA11F40>,,False,54710088.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C/C(=C/C=C(/O)C(=O)[O-])C(=O)CC[C@@H]1C(=O)CC[C@]2(C)C(=O)CC[C@@H]12,False
21,C=C(C)[C@H](CCC(=O)C)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(N2C=NC3=C2N=CN=C3N)O1)O)OP(=O)(O)O)O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D15FA11E20>,,False,11963800.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C=C(C)[C@H](CCC(C)=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,False
22,C=C(C)[C@H](CCC(=O)C)CC(=O)[O-],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D15FA34760>,,False,443188.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C=C(C)[C@H](CCC(C)=O)CC(=O)[O-],False
23,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@H](N2C=NC3=C2N=CN=C3N)O1)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC(CCC(=O)[O-])O)O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D15FA34400>,,False,9543336.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(O)CCC(=O)[O-],False
24,C[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@H](N2C=NC3=C2N=CN=C3N)O1)O)OP(=O)(O)O)O)O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D15FA34880>,,False,9543037.0,['Fatty Acyls [FA] -> Fatty esters [FA07] -> Fatty acyl CoAs [FA0705]'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,False
25,C1=CC2=C(C=C1)C(=O)C3=C2[C@H]([C@H](C=C3)O)O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D15FA343A0>,,False,9543172.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C1C2=C(c3ccccc31)[C@@H](O)[C@@H](O)C=C2,False
26,C=C(C)[C@@H]1CCC2(C)C(C1)O2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D15FA34E20>,,False,441245.0,"['Flavouring Agent -> FLAVOURING_AGENT;  -> JECFA Functional Classes', 'Flavoring Agents -> JECFA Flavorings Index', 'Lipids -> Prenol Lipids [PR] -> Isoprenoids [PR01] -> C10 isoprenoids (monoterpenes) [PR0102]']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C=C(C)[C@@H]1CCC2(C)OC2C1,False
27,CC(C)C1C(C[C@@H](C)CC1=O)O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D15FA72CA0>,,False,11988137.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)C1C(=O)C[C@H](C)CC1O,False
28,CC(C)C1=CC[C@@H](C)CC1=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D15FA728E0>,,False,11205871.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)C1=CC[C@@H](C)CC1=O,False
29,C1=CC=C(C=C1)/N=N/C=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D15FA72AC0>,,False,13955506.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C/N=N/c1ccccc1,False
30,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(N2C=NC3=C2N=CN=C3N)O1)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C(CC(=O)[O-])C(C4=CC=CC=C4)O)O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D15FA72340>,,False,74982261.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)C(CC(=O)[O-])C(O)c1ccccc1,False
31,C1=CC2=C(C=C1)[C@@H](CCC2)O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D15F76B0A0>,,False,7058028.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O[C@@H]1CCCc2ccccc21,False
32,C[C@@H]1CO1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D15F76BA60>,,False,146261.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C[C@@H]1CO1,False
33,C[C@H](CSCCS(=O)(=O)[O-])O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D15F76BF40>,,False,9543082.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C[C@@H](O)CSCCS(=O)(=O)[O-],False
34,C([C@H]1CO1)Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D15F76B400>,,False,2734062.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ClC[C@H]1CO1,False
35,C([C@@H](CO)O)Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D15F76B7C0>,,False,148793.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OC[C@@H](O)CCl,False
36,C([C@@H]1CO1)O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D15FA480A0>,,False,5460455.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OC[C@@H]1CO1,False
37,CN1CCC[C@@H]1C2=CC=C(N=C2)O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D15FA48520>,,False,439886.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CN1CCC[C@@H]1c1ccc(O)nc1,False
38,C1=CC=C(C=C1)[C@H](C(=O)[O-])O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D15FA48220>,0.0,True,5460269.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C([O-])[C@H](O)c1ccccc1,False
39,C([C@H](C(=O)[O-])NC(CC(=O)[O-])C(=O)[O-])C(=O)[O-],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D15FA48160>,0.0,True,56932184.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C([O-])CC(N[C@H](CC(=O)[O-])C(=O)[O-])C(=O)[O-],False
40,C([C@@H](C(=O)[O-])N[C@H](CC(=O)[O-])C(=O)[O-])C(=O)[O-],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D15FA48700>,,False,56932186.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C([O-])C[C@H](N[C@H](CC(=O)[O-])C(=O)[O-])C(=O)[O-],False
41,C(C1CO1)Br,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D15FA48580>,,False,18430.0,['Fire Hazards -> Flammable - 2nd degree'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,BrCC1CO1,False
42,C(C(CO)O)Br,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D15FA48EE0>,,False,20827.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OCC(O)CBr,False
43,C(C1CO1)Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D15FA486A0>,,False,7835.0,"['Hazardous Air Pollutants (HAPs)', 'Fire Hazards -> Carcinogens, Mutagens, Flammable - 3rd degree, Reactive - 2nd degree']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ClCC1CO1,False
44,C(C(CO)O)Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D15FA481C0>,,False,7290.0,['Food Contaminant -> CONTAMINANT;  -> JECFA Functional Classes'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,OCC(O)CCl,True
45,C(C1CO1)O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D15FA5F7C0>,,False,11164.0,"['Fire Hazards -> Carcinogens, Mutagens, Flammable - 2nd degree']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,OCC1CO1,False
46,CN1CCCC1C2=CC=CN=C2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D15FA5FBE0>,1998.0,True,942.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CN1CCCC1c1cccnc1,True
47,C1=CC=C(C=C1)OC2=CC(=CC=C2)C(C#N)O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D15FA5F040>,,False,93218.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N#CC(O)c1cccc(Oc2ccccc2)c1,False
48,C[C@H]1CO1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D15FA5FEE0>,,False,146262.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C[C@H]1CO1,False
49,C[C@H](C1=CC=CC=C1)O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D15FA5F820>,,False,637516.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C[C@@H](O)c1ccccc1,False
50,C[C@@H](CSCCS(=O)(=O)[O-])O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D15FA5F160>,,False,9543086.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C[C@H](O)CSCCS(=O)(=O)[O-],False
51,CN1CCC[C@H]1C2=CC=C(N=C2)O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D15FA80280>,,False,439383.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CN1CCC[C@H]1c1ccc(O)nc1,False
52,C1=CC=C(C=C1)[C@@H](C(=O)[O-])O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D15FA801C0>,,False,5460348.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C([O-])[C@@H](O)c1ccccc1,False
53,C([C@@H](C(=O)[O-])N[C@@H](CC(=O)[O-])C(=O)[O-])C(=O)[O-],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D15FA80820>,,False,56932188.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C([O-])C[C@H](N[C@@H](CC(=O)[O-])C(=O)[O-])C(=O)[O-],False
54,C1=CC(=C(C=C1)O)/C=C\S(=O)[O-],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D15FA80880>,,False,44665691.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=S([O-])/C=C\c1ccccc1O,False
55,C(=C/C(=O)C(=O)[O-])/C1=CC(=CC=C1O)S(=O)(=O)[O-],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D15FA80B80>,,False,54675836.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C([O-])C(=O)/C=C\c1cc(S(=O)(=O)[O-])ccc1O,False
56,C1=C(C=CC(=C1)Cl)C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D15FA80580>,1998.0,True,3036.0,"['Food Contaminant -> CONTAMINANT;  -> JECFA Functional Classes', 'Health Hazards -> Carcinogens, Teratogens', 'INSECTICIDES']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,True
57,C1=C(C=CC(=C1)Cl)C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D15FA80580>,1998.0,True,3036.0,"['Food Contaminant -> CONTAMINANT;  -> JECFA Functional Classes', 'Health Hazards -> Carcinogens, Teratogens', 'INSECTICIDES']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,True
58,CC(Cl)(Cl)Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D15FA80940>,2003.0,True,6278.0,"['Chemical Classes -> Volatile organic compounds', 'Hazardous Air Pollutants (HAPs)', 'Food Additives -> EXTRACTION_SOLVENT;  -> JECFA Functional Classes', 'Cosmetics -> Solvent']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CC(Cl)(Cl)Cl,True
59,CC(Cl)(Cl)Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D15FA80940>,2003.0,True,6278.0,"['Chemical Classes -> Volatile organic compounds', 'Hazardous Air Pollutants (HAPs)', 'Food Additives -> EXTRACTION_SOLVENT;  -> JECFA Functional Classes', 'Cosmetics -> Solvent']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CC(Cl)(Cl)Cl,True
60,C(=C(Cl)Cl)Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D15FA80FA0>,1997.0,True,6575.0,"['Chemical Classes -> Volatile organic compounds', 'Hazardous Air Pollutants (HAPs)', 'Food Additives -> EXTRACTION_SOLVENT;  -> JECFA Functional Classes', 'Health Hazards -> Carcinogens']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,ClC=C(Cl)Cl,False
61,C1=C(C=CC(=C1)Cl)C(C2=CC=C(C=C2)Cl)C(Cl)Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D15FA80E80>,,False,6294.0,"['Health Hazards -> Carcinogens', 'INSECTICIDES']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1,True
62,C1=C(C=CC(=C1)Cl)C(=C(Cl)Cl)C2=CC=C(C=C2)Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D15FAA5640>,,False,3035.0,"['Hazardous Air Pollutants (HAPs)', 'Health Hazards -> Carcinogens', 'INSECTICIDES']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,True
63,C1=C(C=CC(=C1)Cl)C(=C(Cl)Cl)C2=CC=C(C(=C2O)O)Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D15FAA5820>,,False,441114.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oc1c(Cl)ccc(C(=C(Cl)Cl)c2ccc(Cl)cc2)c1O,False
