,PUBCHEM_COMPOUND_CID,PUBCHEM_COMPOUND_CANONICALIZED,PUBCHEM_CACTVS_COMPLEXITY,PUBCHEM_CACTVS_HBOND_ACCEPTOR,PUBCHEM_CACTVS_HBOND_DONOR,PUBCHEM_CACTVS_ROTATABLE_BOND,PUBCHEM_CACTVS_SUBSKEYS,PUBCHEM_IUPAC_OPENEYE_NAME,PUBCHEM_IUPAC_CAS_NAME,PUBCHEM_IUPAC_NAME_MARKUP,PUBCHEM_IUPAC_NAME,PUBCHEM_IUPAC_SYSTEMATIC_NAME,PUBCHEM_IUPAC_TRADITIONAL_NAME,PUBCHEM_IUPAC_INCHI,PUBCHEM_IUPAC_INCHIKEY,PUBCHEM_XLOGP3,PUBCHEM_EXACT_MASS,PUBCHEM_MOLECULAR_FORMULA,PUBCHEM_MOLECULAR_WEIGHT,smiles,PUBCHEM_OPENEYE_ISO_SMILES,PUBCHEM_CACTVS_TPSA,PUBCHEM_MONOISOTOPIC_WEIGHT,PUBCHEM_TOTAL_CHARGE,PUBCHEM_HEAVY_ATOM_COUNT,PUBCHEM_ATOM_DEF_STEREO_COUNT,PUBCHEM_ATOM_UDEF_STEREO_COUNT,PUBCHEM_BOND_DEF_STEREO_COUNT,PUBCHEM_BOND_UDEF_STEREO_COUNT,PUBCHEM_ISOTOPIC_ATOM_COUNT,PUBCHEM_COMPONENT_COUNT,PUBCHEM_CACTVS_TAUTO_COUNT,PUBCHEM_COORDINATE_TYPE,ID,PUBCHEM_XLOGP3_AA,PUBCHEM_BONDANNOTATIONS,PUBCHEM_NONSTANDARDBOND,scores_bbd,scores_bbd_sort_idcs,scores_soil,scores_soil_sort_idcs,agro_categories,acaricide,adjuvant,algicide,algistat,amide fungicide,amide herbicide,anilide herbicide,anti-fouling agent,antibiotic fungicide,antimicrobial,attractant,avicide,bactericide,benzimidazole fungicide,benzofuranyl alkylsulfonate herbicide,biocide,bird repellent,chloroacetanilide herbicide,chlorotriazine herbicide,desiccant,elicitor,formamidine insecticide,fumigant,fungicide,herbicide,heterocyclic organothiophosphate insecticide,inert,insect attractant,insecticide,metabolite,methoxytriazine herbicide,methylthiotriazine herbicide,microbiocide,miticide,molluscicide,multi-target,nematicide,nicotinoid insecticide,nitrile herbicide,nitroguanidine insecticide,nr,organophosphorus insecticide,organothiophosphate insecticide,pesticide,phenylpyrazole insecticide,phenylsulfamide fungicide,phenylurea herbicide,pheromone,piscicide,plant activator,plant growth regulator,preservative,pyrazole insecticide,pyrethroid ester insecticide,pyrethroid insecticide,pyridazinone herbicide,repellent,rodenticide,safener,soil treatment,solvent,strobilurin fungicide,sulfonylurea herbicide,synergist,termaticide,transformation product,triazine herbicide,triazinone herbicide,triazinylsulfonylurea herbicide,uracil herbicide,urea herbicide,veterinary substance,wood preservative,isInSOIL,isInBBD,SOIL_top50,BBD_top50,SOIL_top20,BBD_top20
78,2943,1,290.0,4,0,4,AAADcYBwOAAHAAAAAAAAAAAAAAAAAAAAAAAwAAAAAAAAAAABAAAAGgIAAAAADAIAmCICCIAABACIAgDQCAACAAAkBAAAikEACsgIJjKBNhiAMQAkwAEIrQeIyDCOQAAQIACBAASAACBAAQIACAAAAAAAAA==,"dimethyl 2,3,5,6-tetrachlorobenzene-1,4-dicarboxylate","2,3,5,6-tetrachlorobenzene-1,4-dicarboxylic acid dimethyl ester","dimethyl 2,3,5,6-tetrachlorobenzene-1,4-dicarboxylate","dimethyl 2,3,5,6-tetrachlorobenzene-1,4-dicarboxylate","dimethyl 2,3,5,6-tetrakis(chloranyl)benzene-1,4-dicarboxylate","2,3,5,6-tetrachlorobenzene-1,4-dicarboxylic acid dimethyl ester",InChI=1S/C10H6Cl4O4/c1-17-9(15)3-5(11)7(13)4(10(16)18-2)8(14)6(3)12/h1-2H3,NPOJQCVWMSKXDN-UHFFFAOYSA-N,4.4,331.899069,C10H6Cl4O4,332.0,COC(=O)C1=C(C(=C(C(=C1Cl)Cl)C(=O)OC)Cl)Cl,COC(=O)C1=C(C(=C(C(=C1Cl)Cl)C(=O)OC)Cl)Cl,52.6,329.902019,0,18,0,0,0,0,0,1,-1,"1
5
255",2943,,"10  12  8
10  14  8
11  12  8
13  14  8
9  11  8
9  13  8",,36.72226663782392,1745,42.13427470168955,1905,"['Herbicide', 'Herbicides']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0.0,0.0,0.0,0.0
79,2969,1,110.0,2,1,8,AAADceBwMAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAACAAACACAgAACCAAAAgAIAACQCAAAAAAAAAAAAAEAAAAAABIAAAAAQAAEAAAAAAGIyKCAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,decanoic acid,decanoic acid,decanoic acid,decanoic acid,decanoic acid,capric acid,"InChI=1S/C10H20O2/c1-2-3-4-5-6-7-8-9-10(11)12/h2-9H2,1H3,(H,11,12)",GHVNFZFCNZKVNT-UHFFFAOYSA-N,4.1,172.146329876,C10H20O2,172.26,CCCCCCCCCC(=O)O,CCCCCCCCCC(=O)O,37.3,172.146329876,0,12,0,0,0,0,0,1,1,"1
5
255",2969,,,,0.0,1682,41.0571996078908,2666,"['Acaricides, Herbicides, Insecticides, Plant Growth Regulators']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0.0,0.0,0.0,0.0
80,3017,1,307.0,6,0,7,AAADceBzMAJAAAAAAAAAAAAAAAAAAAAAAAAsAAAAAAAAAAABgAAAHgAAACAADQihlwIzlJYIERCgASZiZACAgCkhIqABGCA2bBiALgBAycIEFAhOABrAQCAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,diethoxy-(2-isopropyl-6-methyl-pyrimidin-4-yl)oxy-thioxo-lambda5-phosphane,diethoxy-[(6-methyl-2-propan-2-yl-4-pyrimidinyl)oxy]-sulfanylidenephosphorane,diethoxy-(6-methyl-2-propan-2-ylpyrimidin-4-yl)oxy-sulfanylidene-&lambda;<SUP>5</SUP>-phosphane,diethoxy-(6-methyl-2-propan-2-ylpyrimidin-4-yl)oxy-sulfanylidene-lambda5-phosphane,diethoxy-(6-methyl-2-propan-2-yl-pyrimidin-4-yl)oxy-sulfanylidene-lambda5-phosphane,diethoxy-(2-isopropyl-6-methyl-pyrimidin-4-yl)oxy-thioxo-phosphorane,"InChI=1S/C12H21N2O3PS/c1-6-15-18(19,16-7-2)17-11-8-10(5)13-12(14-11)9(3)4/h8-9H,6-7H2,1-5H3",FHIVAFMUCKRCQO-UHFFFAOYSA-N,3.8,304.10105071,C12H21N2O3PS,304.35,CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C,CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C,85.6,304.10105071,0,19,0,0,0,0,0,1,-1,"1
5
255",3017,,"12  14  8
13  14  8
6  12  8
6  9  8
7  13  8
7  9  8",,0.0,1683,60.57159600061448,308,"['Insecticide', 'Acaricides, Insecticides', 'Repellents, Veterinary substances, Acaricides, Insecticides', 'Pesticides -> Insecticides -> Organophosphorus insecticides -> Organothiophosphate insecticides -> Heterocyclic organothiophosphate insecticides']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,True,False,0.0,0.0,0.0,0.0
81,3030,1,198.0,3,1,2,AAADcYBwMAAGAAAAAAAAAAAAAAAAAAAAAAAwAAAAAAAAAAABAAAAGgIACAAADAaAmCIyDoAABgCIAiDSCAACCAAkJUAIiAEEC8gMJzeFNhqAcWAl4BEIvQeIyCCOAAAQIQAJCAAAACBCABIQAAAAAAAAAA==,"3,6-dichloro-2-methoxy-benzoic acid","3,6-dichloro-2-methoxybenzoic acid","3,6-dichloro-2-methoxybenzoic acid","3,6-dichloro-2-methoxybenzoic acid","3,6-bis(chloranyl)-2-methoxy-benzoic acid","3,6-dichloro-2-methoxy-benzoic acid","InChI=1S/C8H6Cl2O3/c1-13-7-5(10)3-2-4(9)6(7)8(11)12/h2-3H,1H3,(H,11,12)",IWEDIXLBFLAXBO-UHFFFAOYSA-N,2.2,219.9693994,C8H6Cl2O3,221.03,COC1=C(C=CC(=C1C(=O)O)Cl)Cl,COC1=C(C=CC(=C1C(=O)O)Cl)Cl,46.5,219.9693994,0,13,0,0,0,0,0,1,-1,"1
5
255",3030,,"10  11  8
6  7  8
6  8  8
7  9  8
8  10  8
9  11  8",,77.05260235603569,1684,42.65708502243652,722,"['Herbicide', 'Herbicides', 'Herbicides']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0.0,0.0,0.0,0.0
82,3031,1,150.0,1,0,0,AAADcQBiAAAGAAAAAAAAAAAAAAAAAAAAAAAwAAAAAAAAAAABAAAAHAIAAAAADAKBGCAwAIAAAACQBiBCAAAiAAAgBQAIiAAAAogIoCKBExCAIAAggAAIiA8AgAAOAAAAAACBAAAAAAAAAQIAAAAAAAAAAA==,"2,6-dichlorobenzonitrile","2,6-dichlorobenzonitrile","2,6-dichlorobenzonitrile","2,6-dichlorobenzonitrile","2,6-bis(chloranyl)benzenecarbonitrile","2,6-dichlorobenzonitrile",InChI=1S/C7H3Cl2N/c8-6-2-1-3-7(9)5(6)4-10/h1-3H,YOYAIZYFCNQIRF-UHFFFAOYSA-N,2.7,170.9642545,C7H3Cl2N,172.01,C1=CC(=C(C(=C1)Cl)C#N)Cl,C1=CC(=C(C(=C1)Cl)C#N)Cl,23.8,170.9642545,0,10,0,0,0,0,0,1,1,"1
5
255",3031,,"4  5  8
4  6  8
5  7  8
6  8  8
7  9  8
8  9  8",,0.0,1685,59.41690316635132,1521,"['Herbicide', 'Herbicides', 'Pesticides -> Herbicides']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,0.0,0.0,0.0,0.0
83,3035,1,269.0,0,0,2,AAADccBwAAAHAAAAAAAAAAAAAAAAAAAAAAAwYAAAAAAAAAABQAAAGAIAAAAADAKAGKAwAIAAAACAAiBCAAACAAAgBQAIiAAAAogIICKBExCAIAAggAAIiAcAgMAOBAAAAAAAAAAIAAAAAAAAAAAAAAAAAA==,"1-chloro-4-[2,2-dichloro-1-(4-chlorophenyl)vinyl]benzene","1-chloro-4-[2,2-dichloro-1-(4-chlorophenyl)ethenyl]benzene","1-chloro-4-[2,2-dichloro-1-(4-chlorophenyl)ethenyl]benzene","1-chloro-4-[2,2-dichloro-1-(4-chlorophenyl)ethenyl]benzene","1-[2,2-bis(chloranyl)-1-(4-chlorophenyl)ethenyl]-4-chloranyl-benzene","1-chloro-4-[2,2-dichloro-1-(4-chlorophenyl)vinyl]benzene",InChI=1S/C14H8Cl4/c15-11-5-1-9(2-6-11)13(14(17)18)10-3-7-12(16)8-4-10/h1-8H,UCNVFOCBFJOQAL-UHFFFAOYSA-N,7.0,317.935061,C14H8Cl4,318.0,C1=CC(=CC=C1C(=C(Cl)Cl)C2=CC=C(C=C2)Cl)Cl,C1=CC(=CC=C1C(=C(Cl)Cl)C2=CC=C(C=C2)Cl)Cl,0.0,315.938011,0,18,0,0,0,0,0,1,-1,"1
5
255",3035,,"10  14  8
11  15  8
12  16  8
13  17  8
14  16  8
15  17  8
6  10  8
6  8  8
7  11  8
7  9  8
8  12  8
9  13  8",,0.0,1686,42.42260554248534,1727,['Insecticide'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,0.0,0.0,0.0,0.0
84,3036,1,250.0,0,0,2,AAADccBwAAAHAAAAAAAAAAAAAAAAAAAAAAAwYAAAAAAAAAABQAAAGAIAAAAADQKAGKAwAIAAAACAAiBCAAACAAAgBQAIiAAAAogIICKBExCAIAAggAAIiAcAgMAOhAAAAAAAAAAIAAAAAAAAAAAAAAAAAA==,"1-chloro-4-[2,2,2-trichloro-1-(4-chlorophenyl)ethyl]benzene","1-chloro-4-[2,2,2-trichloro-1-(4-chlorophenyl)ethyl]benzene","1-chloro-4-[2,2,2-trichloro-1-(4-chlorophenyl)ethyl]benzene","1-chloro-4-[2,2,2-trichloro-1-(4-chlorophenyl)ethyl]benzene","1-chloranyl-4-[2,2,2-tris(chloranyl)-1-(4-chlorophenyl)ethyl]benzene","1-chloro-4-[2,2,2-trichloro-1-(4-chlorophenyl)ethyl]benzene","InChI=1S/C14H9Cl5/c15-11-5-1-9(2-6-11)13(14(17,18)19)10-3-7-12(16)8-4-10/h1-8,13H",YVGGHNCTFXOJCH-UHFFFAOYSA-N,6.9,353.911739,C14H9Cl5,354.5,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,0.0,351.914689,0,19,0,0,0,0,0,1,1,"1
5
255",3036,,"10  14  8
11  15  8
12  16  8
13  17  8
14  18  8
15  19  8
16  18  8
17  19  8
7  10  8
7  12  8
8  11  8
8  13  8",,0.0,1687,59.20827012858643,303,['Insecticide'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,0.0,0.0,0.0,0.0
85,3037,1,226.0,2,2,2,AAADccBwMAAGAAAAAAAAAAAAAAAAAAAAAAAwYAAAAAAAAAABQAAAGgIACAAADAaAmCAwBoAAAgCAAiBCAAACAAAgJQAIiAAGCogIJiKDExKAcAAkwBEImAeA4OQOACAAIAAIAAAAQABAABAAAAAAAAAAAA==,4-chloro-2-[(5-chloro-2-hydroxy-phenyl)methyl]phenol,4-chloro-2-[(5-chloro-2-hydroxyphenyl)methyl]phenol,4-chloro-2-[(5-chloro-2-hydroxyphenyl)methyl]phenol,4-chloro-2-[(5-chloro-2-hydroxyphenyl)methyl]phenol,4-chloranyl-2-[(5-chloranyl-2-oxidanyl-phenyl)methyl]phenol,4-chloro-2-(5-chloro-2-hydroxy-benzyl)phenol,"InChI=1S/C13H10Cl2O2/c14-10-1-3-12(16)8(6-10)5-9-7-11(15)2-4-13(9)17/h1-4,6-7,16-17H,5H2",MDNWOSOZYLHTCG-UHFFFAOYSA-N,4.3,268.0057849,C13H10Cl2O2,269.12,C1=CC(=C(C=C1Cl)CC2=C(C=CC(=C2)Cl)O)O,C1=CC(=C(C=C1Cl)CC2=C(C=CC(=C2)Cl)O)O,40.5,268.0057849,0,17,0,0,0,0,0,1,-1,"1
5
255",3037,,"10  14  8
11  15  8
12  16  8
13  17  8
14  16  8
15  17  8
6  10  8
6  8  8
7  11  8
7  9  8
8  12  8
9  13  8",,0.0,1688,76.36804796662784,1143,"['Fungicides, Herbicides']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0.0,0.0,0.0,0.0
86,3039,1,181.0,4,0,4,AAADcYBgOAIGAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgIAACAAAAKggIICAAAAARCAQAACAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,"2,2-dichlorovinyl dimethyl phosphate","phosphoric acid 2,2-dichloroethenyl dimethyl ester","2,2-dichloroethenyl dimethyl phosphate","2,2-dichloroethenyl dimethyl phosphate","2,2-bis(chloranyl)ethenyl dimethyl phosphate","phosphoric acid 2,2-dichlorovinyl dimethyl ester","InChI=1S/C4H7Cl2O4P/c1-8-11(7,9-2)10-3-4(5)6/h3H,1-2H3",OEBRKCOSUFCWJD-UHFFFAOYSA-N,1.4,219.9459011,C4H7Cl2O4P,220.97,COP(=O)(OC)OC=C(Cl)Cl,COP(=O)(OC)OC=C(Cl)Cl,44.8,219.9459011,0,11,0,0,0,0,0,1,-1,"1
5
255",3039,,,,0.0,1689,44.06988278512449,300,"['Insecticide', 'Acaricides, Insecticides', 'Transformation products, Acaricides, Insecticides']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,False,0.0,0.0,0.0,0.0
87,3048,1,516.0,1,0,0,AAADccBwIAAHAAAAAAAAAAAAEgAAAYMGCAA0QIAAAAAYAAAAAAAAGgIAAAAADRaggIIAAAAABACAAABAAAAAAAAgAAAACEAAAggAAAIBAAACAAAEgAAIAAOAwPAOgAAAAAAAAABAAAYAADAAAZAATIACAA==,"3,4,5,6,13,13-hexachloro-10-oxapentacyclo[6.3.1.13,6.02,7.09,11]tridec-4-ene","3,4,5,6,13,13-hexachloro-10-oxapentacyclo[6.3.1.13,6.02,7.09,11]tridec-4-ene","3,4,5,6,13,13-hexachloro-10-oxapentacyclo[6.3.1.1<SUP>3,6</SUP>.0<SUP>2,7</SUP>.0<SUP>9,11</SUP>]tridec-4-ene","3,4,5,6,13,13-hexachloro-10-oxapentacyclo[6.3.1.13,6.02,7.09,11]tridec-4-ene","3,4,5,6,13,13-hexakis(chloranyl)-10-oxapentacyclo[6.3.1.13,6.02,7.09,11]tridec-4-ene","3,4,5,6,13,13-hexachloro-10-oxapentacyclo[6.3.1.13,6.02,7.09,11]tridec-4-ene","InChI=1S/C12H8Cl6O/c13-8-9(14)11(16)5-3-1-2(6-7(3)19-6)4(5)10(8,15)12(11,17)18/h2-7H,1H2",DFBKLUNHFCTMDC-UHFFFAOYSA-N,,379.867681,C12H8Cl6O,380.9,C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl,C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl,12.5,377.870631,0,19,0,8,0,0,0,1,-1,"1
5
255",3048,3.7,"15  1  3
10  14  3
11  14  3
16  2  3
12  7  3
13  7  3
8  10  3
9  11  3",,0.0,1690,80.41700425212235,1525,['Insecticide'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0.0,0.0,0.0,0.0
88,3082,1,191.0,5,1,5,AAADccBiMAJgAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAHgQQACAAAACFwAaCAALAARAIAAEQEAAAAAAAAAAAAIAIAAAAAAAAAAAAAAAAEgAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,2-dimethoxyphosphinothioylsulfanyl-N-methyl-acetamide,2-(dimethoxyphosphinothioylthio)-N-methylacetamide,2-dimethoxyphosphinothioylsulfanyl-<I>N</I>-methylacetamide,2-dimethoxyphosphinothioylsulfanyl-N-methylacetamide,2-dimethoxyphosphinothioylsulfanyl-N-methyl-ethanamide,2-(dimethoxythiophosphorylthio)-N-methyl-acetamide,"InChI=1S/C5H12NO3PS2/c1-6-5(7)4-12-10(11,8-2)9-3/h4H2,1-3H3,(H,6,7)",MCWXGJITAZMZEV-UHFFFAOYSA-N,0.8,228.99962259,C5H12NO3PS2,229.3,CNC(=O)CSP(=S)(OC)OC,CNC(=O)CSP(=S)(OC)OC,105.0,228.99962259,0,12,0,0,0,0,0,1,-1,"1
5
255",3082,,,,0.0,1692,73.75073392341574,999,"['Insecticide', 'Acaricides, Insecticides', 'Transformation products, Acaricides, Insecticides']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,False,0.0,0.0,0.0,0.0
89,3118,1,168.0,5,0,9,AAADceBwMAJgAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgQAACAAAACkwAKCAAAAARgAAAAAAAAAAAAAABAAAAAAAAAAAAAAAAAAAAAAAAAgAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,diethoxy-(2-ethylsulfanylethylsulfanyl)-thioxo-lambda5-phosphane,diethoxy-[2-(ethylthio)ethylthio]-sulfanylidenephosphorane,diethoxy-(2-ethylsulfanylethylsulfanyl)-sulfanylidene-&lambda;<SUP>5</SUP>-phosphane,diethoxy-(2-ethylsulfanylethylsulfanyl)-sulfanylidene-lambda5-phosphane,diethoxy-(2-ethylsulfanylethylsulfanyl)-sulfanylidene-lambda5-phosphane,diethoxy-[2-(ethylthio)ethylthio]-thioxo-phosphorane,"InChI=1S/C8H19O2PS3/c1-4-9-11(12,10-5-2)14-8-7-13-6-3/h4-8H2,1-3H3",DOFZAZXDOSGAJZ-UHFFFAOYSA-N,4.0,274.02848036,C8H19O2PS3,274.4,CCOP(=S)(OCC)SCCSCC,CCOP(=S)(OCC)SCCSCC,101.0,274.02848036,0,14,0,0,0,0,0,1,-1,"1
5
255",3118,,,,0.0,1693,82.97877883521842,1137,"['Insecticide', 'Insecticides']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0.0,0.0,0.0,0.0
90,3120,1,211.0,1,1,1,AAADccBzIAAGAAAAAAAAAAAAAAAAAAAAAAAwAAAAAAAAAAABAAAAHgIQAAAACAqBECQzwIPAAACIACRCUACCAAAhBwAIikAIZoiIICLBk5GEIAholgJIyCcQAAAAAABAAAIAAAQAAIAABAAACAAAAAAAAA==,"3-(3,4-dichlorophenyl)-1,1-dimethyl-urea","3-(3,4-dichlorophenyl)-1,1-dimethylurea","3-(3,4-dichlorophenyl)-1,1-dimethylurea","3-(3,4-dichlorophenyl)-1,1-dimethylurea","3-(3,4-dichlorophenyl)-1,1-dimethyl-urea","3-(3,4-dichlorophenyl)-1,1-dimethyl-urea","InChI=1S/C9H10Cl2N2O/c1-13(2)9(14)12-6-3-4-7(10)8(11)5-6/h3-5H,1-2H3,(H,12,14)",XMTQQYYKAHVGBJ-UHFFFAOYSA-N,2.7,232.0170183,C9H10Cl2N2O,233.09,CN(C)C(=O)NC1=CC(=C(C=C1)Cl)Cl,CN(C)C(=O)NC1=CC(=C(C=C1)Cl)Cl,32.3,232.0170183,0,14,0,0,0,0,0,1,-1,"1
5
255",3120,,"12  14  8
13  14  8
6  8  8
6  9  8
8  12  8
9  13  8",,0.0,1694,54.23087616367357,287,"['Herbicide', 'Herbicides', 'Herbicides', 'Pesticides -> Herbicides -> Urea herbicides -> Phenylurea herbicides']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True,False,0.0,0.0,0.0,0.0
91,3168,1,615.0,4,1,6,AAADceB7MQAAAAAAAAAAAAAAAAAAAWAAAAAwYIAAAAAAAFgBQAAAHwAQAAAADAzBmAwxwIPAAACIAqRSUACCAAAlAgAIiAEIdMiIYDLA1ZGUIQholALIyacciICOAAAAAAAAACAAAAAAAAAAQAAAAAAAAA==,"3-[1-[4-(4-fluorophenyl)-4-oxo-butyl]-3,6-dihydro-2H-pyridin-4-yl]-1H-benzimidazol-2-one","3-[1-[4-(4-fluorophenyl)-4-oxobutyl]-3,6-dihydro-2H-pyridin-4-yl]-1H-benzimidazol-2-one","3-[1-[4-(4-fluorophenyl)-4-oxobutyl]-3,6-dihydro-2<I>H</I>-pyridin-4-yl]-1<I>H</I>-benzimidazol-2-one","3-[1-[4-(4-fluorophenyl)-4-oxobutyl]-3,6-dihydro-2H-pyridin-4-yl]-1H-benzimidazol-2-one","3-[1-[4-(4-fluorophenyl)-4-oxidanylidene-butyl]-3,6-dihydro-2H-pyridin-4-yl]-1H-benzimidazol-2-one","3-[1-[4-(4-fluorophenyl)-4-keto-butyl]-3,6-dihydro-2H-pyridin-4-yl]-1H-benzimidazol-2-one","InChI=1S/C22H22FN3O2/c23-17-9-7-16(8-10-17)21(27)6-3-13-25-14-11-18(12-15-25)26-20-5-2-1-4-19(20)24-22(26)28/h1-2,4-5,7-11H,3,6,12-15H2,(H,24,28)",RMEDXOLNCUSCGS-UHFFFAOYSA-N,3.5,379.16960512,C22H22FN3O2,379.4,C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,52.6,379.16960512,0,28,0,0,0,0,0,1,-1,"1
5
255",3168,,"14  17  8
14  18  8
17  20  8
18  21  8
20  22  8
21  22  8
23  24  8
23  25  8
24  26  8
25  27  8
26  28  8
27  28  8
5  14  8
5  16  8
6  16  8
6  17  8",,0.0,1696,73.12475719882923,2152,['Pheromone'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0.0,0.0,0.0,0.0
